locus_tag	X00_mean	X02_mean	theta	prob	log2FC	length.x	P	wp	dbxref	ncbi_id	genomic_accession	feature	start	stop	strand	gene	gbkey	gene_biotype	old_locus_tag	length.y	protein	kegg1	kegg2	kegg3	pathway	kegg_prot	kegg_id	definition	keggidprot	Gene.Name	Species	EC_NUMBER	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OFFICIAL_GENE_SYMBOL	PFAM	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	chr	arCOG_name	E.value	score	arCOG_familiy	Gene_name	Description	HVO	EFFECTSIZE
HVO_RS08820	124.34594144034	124.275943121345	0.00058915403276939	0.00339272456392214	0.000812367990301287	1430	0.996607275436078	WP_004044077.1	8925732	lcl|NC_013967.1_cds_WP_004044077.1_1892	NC_013967.1	gene	775569	776999	+	1908	Gene	protein_coding	HVO_0860	1430	Fe-S cluster assembly protein SufB	NA	NA	NA	NA	NA	NA	NA	NA: NA	Fe-S cluster assembly protein SufB(HVO_RS08820)	Haloferax volcanii DS2		GO:0016226~iron-sulfur cluster assembly			IPR000825:SUF system FeS cluster assembly, SufBD,IPR010231:SUF system FeS cluster assembly, SufB		HVO_RS08820	PF01458:Uncharacterized protein family (UPF0051)			Complete proteome,Reference proteome,	Chromosome	arCOG01715	1.7e-127	423.9	O	SufB	Cysteine desulfurase activator SufB	HVO_0860	0.000812367990301287
HVO_RS08875	21.4619922425951	18.2095159120008	0.153040747138327	0.333607131688626	0.237091432980944	1466	0.666392868311374	WP_004044067.1	8924477	lcl|NC_013967.1_cds_WP_004044067.1_1903	NC_013967.1	gene	789658	791124	-	1920	Gene	protein_coding	HVO_0870	1466	proline--tRNA ligase	Genetic Information Processing	Translation	00970 Aminoacyl-tRNA biosynthesis 	[PATH:hvo00970]	proS; prolyl-tRNA synthetase	K01881	PARS; prolyl-tRNA synthetase [EC:6.1.1.15]	K01881: proS; prolyl-tRNA synthetase	proline--tRNA ligase(HVO_RS08875)	Haloferax volcanii DS2	6.1.1.15	GO:0006433~prolyl-tRNA aminoacylation	GO:0005737~cytoplasm	GO:0004827~proline-tRNA ligase activity,GO:0005524~ATP binding	IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR002316:Proline-tRNA ligase, class IIa,IPR004154:Anticodon-binding,IPR004499:Proline-tRNA ligase, class IIa, archaeal-type,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR016061:Proline-tRNA ligase, class II, C-terminal,IPR017449:Prolyl-tRNA synthetase, class II	hvo00970:Aminoacyl-tRNA biosynthesis	HVO_RS08875	PF00587:tRNA synthetase class II core domain (G, H, P, S and T),PF03129:Anticodon binding domain,PF09180:Prolyl-tRNA synthetase, C-terminal		SM00946:SM00946	Aminoacyl-tRNA synthetase,ATP-binding,Complete proteome,Cytoplasm,Ligase,Nucleotide-binding,Protein biosynthesis,Reference proteome,	Chromosome	arCOG00402	8.7e-160	530	J	ProS	Prolyl-tRNA synthetase	HVO_0870	0.237091432980944
HVO_RS08920	5960.87265940927	2417.33934965672	3.37993416764981	1	1.30210353874037	923	4.44089209850063e-16	WP_004044057.1	8926373	lcl|NC_013967.1_cds_WP_004044057.1_1912	NC_013967.1	gene	797576	798499	+	1929	Gene	protein_coding	HVO_0880	923	phosphoserine phosphatase	NA	NA	NA	NA	NA	NA	NA	NA: NA	phosphoserine phosphatase(HVO_RS08920)	Haloferax volcanii DS2							HVO_RS08920				Coiled coil,Complete proteome,Reference proteome,	Chromosome	arCOG01159	1.4e-53	179.7	S	-	Uncharacterized archaeal coiled-coil protein	HVO_0880	1.30210353874037
HVO_RS08935	4389.94387108043	3749.18271890484	0.376485472742591	0.815010575235446	0.227626355838002	191	0.184989424764554	WP_004044054.1	8925258	lcl|NC_013967.1_cds_WP_004044054.1_1915	NC_013967.1	gene	800808	800999	-	1932	Gene	protein_coding	HVO_0883	191	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS08935)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS08935				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	Chromosome	arCOG04509	5.5e-29	97.9	S	-	Uncharacterized membrane protein	HVO_0883	0.227626355838002
HVO_RS08955	128.754223536182	68.3906044043267	0.865855633562314	0.981746074449423	0.912749713525	1760	0.0182539255505768	WP_004044050.1	8926184	lcl|NC_013967.1_cds_WP_004044050.1_1919	NC_013967.1	gene	803377	805137	-	1936	Gene	protein_coding	HVO_0888	1760	oxoglutarate--ferredoxin oxidoreductase	Metabolism	Carbohydrate metabolism	00020 Citrate cycle (TCA cycle) 	[PATH:hvo00020]	korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	K00174	korA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174: korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	oxoglutarate--ferredoxin oxidoreductase(HVO_RS08955)	Haloferax volcanii DS2	1.2.7.3			GO:0047553~2-oxoglutarate synthase activity	IPR002869:Pyruvate-flavodoxin oxidoreductase, central domain,IPR002880:Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal,IPR009014:Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II,IPR019752:Pyruvate/ketoisovalerate oxidoreductase, catalytic domain,IPR022367:2-oxoacid:acceptor oxidoreductase, alpha subunit	hvo00020:Citrate cycle (TCA cycle),hvo00720:Carbon fixation pathways in prokaryotes,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS08955	PF01558:Pyruvate ferredoxin/flavodoxin oxidoreductase,PF01855:Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg			Complete proteome,Oxidoreductase,Pyruvate,Reference proteome,	Chromosome	arCOG01606	8.2e-175	580.2	C	PorA	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit and gamma	HVO_0888	0.912749713525
HVO_RS08955	128.754223536182	68.3906044043267	0.865855633562314	0.981746074449423	0.912749713525	1760	0.0182539255505768	WP_004044050.1	8926184	lcl|NC_013967.1_cds_WP_004044050.1_1919	NC_013967.1	gene	803377	805137	-	1936	Gene	protein_coding	HVO_0888	1760	oxoglutarate--ferredoxin oxidoreductase	Metabolism	Carbohydrate metabolism	00620 Pyruvate metabolism 	[PATH:hvo00620]	korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	K00174	korA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174: korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	oxoglutarate--ferredoxin oxidoreductase(HVO_RS08955)	Haloferax volcanii DS2	1.2.7.3			GO:0047553~2-oxoglutarate synthase activity	IPR002869:Pyruvate-flavodoxin oxidoreductase, central domain,IPR002880:Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal,IPR009014:Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II,IPR019752:Pyruvate/ketoisovalerate oxidoreductase, catalytic domain,IPR022367:2-oxoacid:acceptor oxidoreductase, alpha subunit	hvo00020:Citrate cycle (TCA cycle),hvo00720:Carbon fixation pathways in prokaryotes,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS08955	PF01558:Pyruvate ferredoxin/flavodoxin oxidoreductase,PF01855:Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg			Complete proteome,Oxidoreductase,Pyruvate,Reference proteome,	Chromosome	arCOG01606	8.2e-175	580.2	C	PorA	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit and gamma	HVO_0888	0.912749713525
HVO_RS08955	128.754223536182	68.3906044043267	0.865855633562314	0.981746074449423	0.912749713525	1760	0.0182539255505768	WP_004044050.1	8926184	lcl|NC_013967.1_cds_WP_004044050.1_1919	NC_013967.1	gene	803377	805137	-	1936	Gene	protein_coding	HVO_0888	1760	oxoglutarate--ferredoxin oxidoreductase	Metabolism	Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis 	[PATH:hvo00010]	korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	K00174	korA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174: korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	oxoglutarate--ferredoxin oxidoreductase(HVO_RS08955)	Haloferax volcanii DS2	1.2.7.3			GO:0047553~2-oxoglutarate synthase activity	IPR002869:Pyruvate-flavodoxin oxidoreductase, central domain,IPR002880:Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal,IPR009014:Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II,IPR019752:Pyruvate/ketoisovalerate oxidoreductase, catalytic domain,IPR022367:2-oxoacid:acceptor oxidoreductase, alpha subunit	hvo00020:Citrate cycle (TCA cycle),hvo00720:Carbon fixation pathways in prokaryotes,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS08955	PF01558:Pyruvate ferredoxin/flavodoxin oxidoreductase,PF01855:Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg			Complete proteome,Oxidoreductase,Pyruvate,Reference proteome,	Chromosome	arCOG01606	8.2e-175	580.2	C	PorA	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit and gamma	HVO_0888	0.912749713525
HVO_RS08955	128.754223536182	68.3906044043267	0.865855633562314	0.981746074449423	0.912749713525	1760	0.0182539255505768	WP_004044050.1	8926184	lcl|NC_013967.1_cds_WP_004044050.1_1919	NC_013967.1	gene	803377	805137	-	1936	Gene	protein_coding	HVO_0888	1760	oxoglutarate--ferredoxin oxidoreductase	Metabolism	Energy metabolism	00720 Carbon fixation pathways in prokaryotes 	[PATH:hvo00720]	korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	K00174	korA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174: korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	oxoglutarate--ferredoxin oxidoreductase(HVO_RS08955)	Haloferax volcanii DS2	1.2.7.3			GO:0047553~2-oxoglutarate synthase activity	IPR002869:Pyruvate-flavodoxin oxidoreductase, central domain,IPR002880:Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal,IPR009014:Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II,IPR019752:Pyruvate/ketoisovalerate oxidoreductase, catalytic domain,IPR022367:2-oxoacid:acceptor oxidoreductase, alpha subunit	hvo00020:Citrate cycle (TCA cycle),hvo00720:Carbon fixation pathways in prokaryotes,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS08955	PF01558:Pyruvate ferredoxin/flavodoxin oxidoreductase,PF01855:Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg			Complete proteome,Oxidoreductase,Pyruvate,Reference proteome,	Chromosome	arCOG01606	8.2e-175	580.2	C	PorA	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit and gamma	HVO_0888	0.912749713525
HVO_RS08955	128.754223536182	68.3906044043267	0.865855633562314	0.981746074449423	0.912749713525	1760	0.0182539255505768	WP_004044050.1	8926184	lcl|NC_013967.1_cds_WP_004044050.1_1919	NC_013967.1	gene	803377	805137	-	1936	Gene	protein_coding	HVO_0888	1760	oxoglutarate--ferredoxin oxidoreductase	Metabolism	Carbohydrate metabolism	00650 Butanoate metabolism 	[PATH:hvo00650]	korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	K00174	korA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	K00174: korA; oxoglutarate--ferredoxin oxidoreductase alpha subunit	oxoglutarate--ferredoxin oxidoreductase(HVO_RS08955)	Haloferax volcanii DS2	1.2.7.3			GO:0047553~2-oxoglutarate synthase activity	IPR002869:Pyruvate-flavodoxin oxidoreductase, central domain,IPR002880:Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal,IPR009014:Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II,IPR019752:Pyruvate/ketoisovalerate oxidoreductase, catalytic domain,IPR022367:2-oxoacid:acceptor oxidoreductase, alpha subunit	hvo00020:Citrate cycle (TCA cycle),hvo00720:Carbon fixation pathways in prokaryotes,hvo01100:Metabolic pathways,hvo01120:Microbial metabolism in diverse environments,hvo01200:Carbon metabolism	HVO_RS08955	PF01558:Pyruvate ferredoxin/flavodoxin oxidoreductase,PF01855:Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg			Complete proteome,Oxidoreductase,Pyruvate,Reference proteome,	Chromosome	arCOG01606	8.2e-175	580.2	C	PorA	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, alpha subunit and gamma	HVO_0888	0.912749713525
HVO_RS09050	1456.09008782258	1166.84349205905	0.334587423793288	0.758019843819315	0.319488551077249	359	0.241980156180685	WP_004064260.1	8926816	lcl|NC_013967.1_cds_WP_004064260.1_1938	NC_013967.1	gene	825916	826275	-	1955	Gene	protein_coding	HVO_0908	359	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS09050)	Haloferax volcanii DS2			GO:0016021~integral component of membrane				HVO_RS09050				Complete proteome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	Chromosome	arCOG06261	6.4e-31	103.5	S	-	Uncharacterized membrane protein	HVO_0908	0.319488551077249
HVO_RS09060	1867.82217782382	1146.50907432247	0.90967761356003	0.984793969378119	0.704109339243762	203	0.0152060306218813	WP_004044029.1	8925328	lcl|NC_013967.1_cds_WP_004044029.1_1940	NC_013967.1	gene	826789	826992	-	1957	Gene	protein_coding	HVO_0910	203	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA: NA	hypothetical protein(HVO_RS09060)	Haloferax volcanii DS2							HVO_RS09060				Complete proteome,Reference proteome,	Chromosome	arCOG04651	2.6e-29	98.8	S	-	Uncharacterized protein	HVO_0910	0.704109339243762
HVO_RS09065	129.080634819656	88.4150358225073	0.353469400935571	0.785590866062167	0.545908938457429	1109	0.214409133937833	WP_004044028.1	8925442	lcl|NC_013967.1_cds_WP_004044028.1_1941	NC_013967.1	gene	827150	828259	+	1958	Gene	protein_coding	HVO_0911	1109	small GTP-binding protein	NA	NA	NA	NA	NA	NA	NA	NA: NA	small GTP-binding protein(HVO_RS09065)	Haloferax volcanii DS2				GO:0005525~GTP binding	IPR004095:TGS,IPR005225:Small GTP-binding protein domain,IPR006073:GTP binding domain,IPR006074:GTP1/OBG, conserved site,IPR012676:TGS-like,IPR027417:P-loop containing nucleoside triphosphate hydrolase		HVO_RS09065	PF01926:50S ribosome-binding GTPase,PF02824:TGS domain			Coiled coil,Complete proteome,Reference proteome,	Chromosome	arCOG00358	1.5e-116	387.3	J	DRG	Ribosome-interacting GTPase 1	HVO_0911	0.545908938457429
HVO_RS09085	131.356208733277	74.3436711108268	0.47365680042389	0.895776765632706	0.821202557316688	911	0.104223234367294	WP_004044024.1	8926366	lcl|NC_013967.1_cds_WP_004044024.1_1945	NC_013967.1	gene	831303	832214	+	1962	Gene	protein_coding	HVO_0915	911	archaeosortase A	NA	NA	NA	NA	NA	NA	NA	NA: NA	archaeosortase A(HVO_RS09085)	Haloferax volcanii DS2	3.4.-.-		GO:0005886~plasma membrane,GO:0016021~integral component of membrane	GO:0008233~peptidase activity	IPR014522:Archaeosortase A,IPR019127:Exosortase EpsH-related,IPR026392:Exosortase/Archaeosortase domain		HVO_RS09085	PF09721:Transmembrane exosortase (Exosortase_EpsH)	PIRSF025737:cytochrome oxidase subunit I related protein		Cell membrane,Complete proteome,Hydrolase,Membrane,Protease,Reference proteome,Transmembrane,Transmembrane helix,	Chromosome	arCOG04471	8.8e-95	314.7	U	-	Exosortase	HVO_0915	0.821202557316688
HVO_RS09360	57.2750414561553	32.728731085673	0.729118143227756	0.963145065378195	0.807348928529204	1154	0.0368549346218052	WP_004043970.1	8924451	lcl|NC_013967.1_cds_WP_004043970.1_2000	NC_013967.1	gene	883706	884860	-	2018	Gene	protein_coding	HVO_0973	1154	aspartate aminotransferase	Metabolism	Amino acid metabolism	00400 Phenylalanine, tyrosine and tryptophan biosynthesis 	[PATH:hvo00400]	aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	K00812: aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	aspartate aminotransferase(HVO_RS09360)	Haloferax volcanii DS2	2.6.1.-	GO:0009058~biosynthetic process		GO:0008483~transaminase activity,GO:0030170~pyridoxal phosphate binding	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase	hvo00220:Arginine biosynthesis,hvo00250:Alanine, aspartate and glutamate metabolism,hvo00270:Cysteine and methionine metabolism,hvo00330:Arginine and proline metabolism,hvo00350:Tyrosine metabolism,hvo00360:Phenylalanine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo00401:Novobiocin biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS09360	PF00155:Aminotransferase class I and II			Aminotransferase,Complete proteome,Reference proteome,Transferase,	Chromosome	arCOG01130	2.5e-131	435.8	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_0973	0.807348928529204
HVO_RS09360	57.2750414561553	32.728731085673	0.729118143227756	0.963145065378195	0.807348928529204	1154	0.0368549346218052	WP_004043970.1	8924451	lcl|NC_013967.1_cds_WP_004043970.1_2000	NC_013967.1	gene	883706	884860	-	2018	Gene	protein_coding	HVO_0973	1154	aspartate aminotransferase	Metabolism	Amino acid metabolism	00270 Cysteine and methionine metabolism 	[PATH:hvo00270]	aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	K00812: aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	aspartate aminotransferase(HVO_RS09360)	Haloferax volcanii DS2	2.6.1.-	GO:0009058~biosynthetic process		GO:0008483~transaminase activity,GO:0030170~pyridoxal phosphate binding	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase	hvo00220:Arginine biosynthesis,hvo00250:Alanine, aspartate and glutamate metabolism,hvo00270:Cysteine and methionine metabolism,hvo00330:Arginine and proline metabolism,hvo00350:Tyrosine metabolism,hvo00360:Phenylalanine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo00401:Novobiocin biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS09360	PF00155:Aminotransferase class I and II			Aminotransferase,Complete proteome,Reference proteome,Transferase,	Chromosome	arCOG01130	2.5e-131	435.8	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_0973	0.807348928529204
HVO_RS09360	57.2750414561553	32.728731085673	0.729118143227756	0.963145065378195	0.807348928529204	1154	0.0368549346218052	WP_004043970.1	8924451	lcl|NC_013967.1_cds_WP_004043970.1_2000	NC_013967.1	gene	883706	884860	-	2018	Gene	protein_coding	HVO_0973	1154	aspartate aminotransferase	Metabolism	Biosynthesis of other secondary metabolites	00401 Novobiocin biosynthesis 	[PATH:hvo00401]	aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	K00812: aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	aspartate aminotransferase(HVO_RS09360)	Haloferax volcanii DS2	2.6.1.-	GO:0009058~biosynthetic process		GO:0008483~transaminase activity,GO:0030170~pyridoxal phosphate binding	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase	hvo00220:Arginine biosynthesis,hvo00250:Alanine, aspartate and glutamate metabolism,hvo00270:Cysteine and methionine metabolism,hvo00330:Arginine and proline metabolism,hvo00350:Tyrosine metabolism,hvo00360:Phenylalanine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo00401:Novobiocin biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS09360	PF00155:Aminotransferase class I and II			Aminotransferase,Complete proteome,Reference proteome,Transferase,	Chromosome	arCOG01130	2.5e-131	435.8	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_0973	0.807348928529204
HVO_RS09360	57.2750414561553	32.728731085673	0.729118143227756	0.963145065378195	0.807348928529204	1154	0.0368549346218052	WP_004043970.1	8924451	lcl|NC_013967.1_cds_WP_004043970.1_2000	NC_013967.1	gene	883706	884860	-	2018	Gene	protein_coding	HVO_0973	1154	aspartate aminotransferase	Metabolism	Amino acid metabolism	00220 Arginine biosynthesis 	[PATH:hvo00220]	aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	K00812: aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	aspartate aminotransferase(HVO_RS09360)	Haloferax volcanii DS2	2.6.1.-	GO:0009058~biosynthetic process		GO:0008483~transaminase activity,GO:0030170~pyridoxal phosphate binding	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase	hvo00220:Arginine biosynthesis,hvo00250:Alanine, aspartate and glutamate metabolism,hvo00270:Cysteine and methionine metabolism,hvo00330:Arginine and proline metabolism,hvo00350:Tyrosine metabolism,hvo00360:Phenylalanine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo00401:Novobiocin biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS09360	PF00155:Aminotransferase class I and II			Aminotransferase,Complete proteome,Reference proteome,Transferase,	Chromosome	arCOG01130	2.5e-131	435.8	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_0973	0.807348928529204
HVO_RS09360	57.2750414561553	32.728731085673	0.729118143227756	0.963145065378195	0.807348928529204	1154	0.0368549346218052	WP_004043970.1	8924451	lcl|NC_013967.1_cds_WP_004043970.1_2000	NC_013967.1	gene	883706	884860	-	2018	Gene	protein_coding	HVO_0973	1154	aspartate aminotransferase	Metabolism	Amino acid metabolism	00350 Tyrosine metabolism 	[PATH:hvo00350]	aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	K00812: aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	aspartate aminotransferase(HVO_RS09360)	Haloferax volcanii DS2	2.6.1.-	GO:0009058~biosynthetic process		GO:0008483~transaminase activity,GO:0030170~pyridoxal phosphate binding	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase	hvo00220:Arginine biosynthesis,hvo00250:Alanine, aspartate and glutamate metabolism,hvo00270:Cysteine and methionine metabolism,hvo00330:Arginine and proline metabolism,hvo00350:Tyrosine metabolism,hvo00360:Phenylalanine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo00401:Novobiocin biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS09360	PF00155:Aminotransferase class I and II			Aminotransferase,Complete proteome,Reference proteome,Transferase,	Chromosome	arCOG01130	2.5e-131	435.8	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_0973	0.807348928529204
HVO_RS09360	57.2750414561553	32.728731085673	0.729118143227756	0.963145065378195	0.807348928529204	1154	0.0368549346218052	WP_004043970.1	8924451	lcl|NC_013967.1_cds_WP_004043970.1_2000	NC_013967.1	gene	883706	884860	-	2018	Gene	protein_coding	HVO_0973	1154	aspartate aminotransferase	Metabolism	Amino acid metabolism	00250 Alanine, aspartate and glutamate metabolism 	[PATH:hvo00250]	aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]	K00812: aspC3; pyridoxal phosphate-dependent aminotransferase (probable aspartate aminotransferase)	aspartate aminotransferase(HVO_RS09360)	Haloferax volcanii DS2	2.6.1.-	GO:0009058~biosynthetic process		GO:0008483~transaminase activity,GO:0030170~pyridoxal phosphate binding	IPR004838:Aminotransferases, class-I, pyridoxal-phosphate-binding site,IPR004839:Aminotransferase, class I/classII,IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1,IPR015422:Pyridoxal phosphate-dependent transferase, major region, subdomain 2,IPR015424:Pyridoxal phosphate-dependent transferase	hvo00220:Arginine biosynthesis,hvo00250:Alanine, aspartate and glutamate metabolism,hvo00270:Cysteine and methionine metabolism,hvo00330:Arginine and proline metabolism,hvo00350:Tyrosine metabolism,hvo00360:Phenylalanine metabolism,hvo00400:Phenylalanine, tyrosine and tryptophan biosynthesis,hvo00401:Novobiocin biosynthesis,hvo01100:Metabolic pathways,hvo01110:Biosynthesis of secondary metabolites,hvo01130:Biosynthesis of antibiotics,hvo01210:2-Oxocarboxylic acid metabolism,hvo01230:Biosynthesis of amino acids	HVO_RS09360	PF00155:Aminotransferase class I and II			Aminotransferase,Complete proteome,Reference proteome,Transferase,	Chromosome	arCOG01130	2.5e-131	435.8	E	-	Aspartate/tyrosine/aromatic aminotransferase	HVO_0973	0.807348928529204
